client_collected,contact_method,pickup_date,age,dependents_qty,household,preferred_languages,sex_new,status,Season,Month,distance_km,num_of_contact_methods,latest_language_is_english
no,In-Person,2024-01-02 04:00:00,49.0,3.0,yes,Tigrinya,Male,Closed,Winter,January,2.77,1,Yes
yes,In-Person,2024-02-02 04:00:00,49.0,3.0,yes,Tigrinya,Male,Closed,Winter,Febuary,2.77,1,Yes
no,In-Person,2024-03-02 04:00:00,49.0,3.0,yes,Tigrinya,Male,Closed,Spring,March,2.77,1,Yes
yes,In-Person,2024-04-02 03:00:00,49.0,3.0,yes,Tigrinya,Male,Closed,Spring,April,2.77,1,Yes
no,In-Person,2024-05-02 03:00:00,49.0,3.0,yes,Tigrinya,Male,Closed,Spring,May,2.77,1,Yes
yes,In-Person,2024-06-02 03:00:00,49.0,3.0,yes,Tigrinya,Male,Closed,Summer,June,2.77,1,Yes
yes,In-Person,2024-07-02 03:00:00,49.0,3.0,yes,Tigrinya,Male,Closed,Summer,July,2.77,1,Yes
yes,In-Person,2024-08-02 03:00:00,49.0,3.0,yes,Tigrinya,Male,Closed,Summer,August,2.77,1,Yes
yes,In-Person,2024-09-02 03:00:00,49.0,3.0,yes,Tigrinya,Male,Closed,Fall,September,2.77,1,Yes
yes,In-Person,2024-10-02 03:00:00,49.0,3.0,yes,Tigrinya,Male,Closed,Fall,October,2.77,1,Yes
yes,In-Person,2024-11-02 03:00:00,49.0,3.0,yes,Tigrinya,Male,Closed,Fall,November,2.77,1,Yes
yes,In-Person,2023-11-06 14:33:00,47.0,1.0,yes,English,Female,Active,Fall,November,0.0,2,Yes
yes,In-Person,2023-11-06 14:42:00,36.0,1.0,yes,English,Female,Active,Fall,November,0.0,2,Yes
no,In-Person,2024-01-06 04:00:00,40.0,1.0,yes,English,Female,Active,Winter,January,0.0,2,Yes
no,In-Person,2024-02-06 04:00:00,29.0,1.0,yes,English,Female,Active,Winter,Febuary,0.0,2,Yes
yes,In-Person,2024-03-06 04:00:00,34.0,1.0,yes,English,Female,Active,Spring,March,0.0,2,Yes
yes,In-Person,2024-04-06 03:00:00,41.0,1.0,yes,English,Female,Active,Spring,April,0.0,2,Yes
yes,In-Person,2024-05-06 03:00:00,39.0,1.0,yes,English,Female,Active,Spring,May,0.0,2,Yes
yes,In-Person,2024-06-06 03:00:00,71.0,1.0,yes,English,Female,Active,Summer,June,0.0,2,Yes
yes,In-Person,2024-07-06 03:00:00,58.0,1.0,yes,English,Female,Active,Summer,July,0.0,2,Yes
yes,In-Person,2023-11-06 15:20:00,46.0,6.0,yes,"Arabic , English",Female,Active,Fall,November,7.69,1,No
yes,In-Person,2023-11-06 15:24:00,42.0,7.0,yes,"Pashto , Urdu",Male,Pending,Fall,November,8.8,1,No
yes,In-Person,2023-11-06 15:30:00,69.0,1.0,yes,"Persian , Urdu",Female,Active,Fall,November,9.15,1,No
yes,In-Person,2023-11-06 15:39:00,82.0,1.0,yes,"Arabic , English",Female,Active,Fall,November,5.27,2,No
yes,In-Person,2023-11-06 15:44:00,26.0,5.0,yes,French,Female,Closed,Fall,November,6.85,1,No
yes,In-Person,2023-11-06 04:00:00,36.0,1.0,yes,English,Male,Active,Fall,November,0.93,1,No
yes,In-Person,2023-12-06 04:00:00,36.0,1.0,yes,English,Male,Active,Winter,December,0.93,1,No
yes,In-Person,2024-01-06 04:00:00,36.0,1.0,yes,English,Male,Active,Winter,January,0.93,1,No
yes,In-Person,2024-02-06 04:00:00,36.0,1.0,yes,English,Male,Active,Winter,Febuary,0.93,1,No
yes,In-Person,2024-03-12 14:25:00,36.0,1.0,yes,English,Male,Active,Spring,March,0.93,1,No
yes,In-Person,2024-04-16 14:17:00,36.0,1.0,yes,English,Male,Active,Spring,April,0.93,1,No
yes,In-Person,2024-05-16 14:26:00,36.0,1.0,yes,English,Male,Active,Spring,May,0.93,1,No
yes,In-Person,2024-06-18 15:05:00,36.0,1.0,yes,English,Male,Active,Summer,June,0.93,1,No
yes,In-Person,2024-07-22 17:40:00,36.0,1.0,yes,English,Male,Active,Summer,July,0.93,1,No
yes,In-Person,2024-08-22 14:07:00,36.0,1.0,yes,English,Male,Active,Summer,August,0.93,1,No
yes,In-Person,2024-09-06 03:00:00,36.0,1.0,yes,English,Male,Active,Fall,September,0.93,1,No
yes,In-Person,2024-10-06 03:00:00,36.0,1.0,yes,English,Male,Active,Fall,October,0.93,1,No
yes,In-Person,2024-11-06 04:00:00,36.0,1.0,yes,English,Male,Active,Fall,November,0.93,1,No
yes,In-Person,2023-11-06 15:58:00,41.0,5.0,yes,"Arabic , English",Male,Active,Fall,November,12.79,2,No
yes,In-Person,2023-12-06 15:20:00,41.0,5.0,yes,"Arabic , English",Male,Active,Winter,December,12.79,2,No
yes,In-Person,2024-01-06 04:00:00,41.0,5.0,yes,"Arabic , English",Male,Active,Winter,January,12.79,2,No
yes,In-Person,2024-02-13 15:16:00,41.0,5.0,yes,"Arabic , English",Male,Active,Winter,Febuary,12.79,2,No
yes,In-Person,2023-11-06 04:00:00,55.0,2.0,yes,Arabic,Male,Active,Fall,November,10.47,1,No
yes,In-Person,2023-12-06 14:54:00,55.0,2.0,yes,Arabic,Male,Active,Winter,December,10.47,1,No
yes,In-Person,2023-11-06 04:00:00,32.0,5.0,yes,Arabic,Male,Active,Fall,November,8.15,1,No
yes,In-Person,2023-12-06 14:55:00,32.0,5.0,yes,Arabic,Male,Active,Winter,December,8.15,1,No
yes,In-Person,2023-11-06 04:00:00,32.0,5.0,yes,Arabic,Male,Active,Fall,November,8.86,1,No
yes,In-Person,2023-12-06 18:02:00,32.0,5.0,yes,Arabic,Male,Active,Winter,December,8.86,1,No
no,In-Person,2023-11-06 04:00:00,78.0,2.0,yes,Arabic,Male,Active,Fall,November,9.21,1,Yes
yes,In-Person,2023-12-06 18:01:00,78.0,2.0,yes,Arabic,Male,Active,Winter,December,9.21,1,Yes
no,In-Person,2023-11-06 04:00:00,49.0,4.0,yes,"Pashto , English",Female,Active,Fall,November,16.81,1,No
yes,In-Person,2023-11-06 04:00:00,51.0,1.0,yes,"Somali , English",Female,Active,Fall,November,0.58,1,No
yes,In-Person,2023-12-06 18:26:00,51.0,1.0,yes,"Somali , English",Female,Active,Winter,December,0.58,1,No
yes,In-Person,2024-01-11 17:34:00,51.0,1.0,yes,"Somali , English",Female,Active,Winter,January,0.58,1,No
yes,In-Person,2024-02-08 17:31:00,51.0,1.0,yes,"Somali , English",Female,Active,Winter,Febuary,0.58,1,No
yes,In-Person,2024-03-11 17:41:00,51.0,1.0,yes,"Somali , English",Female,Active,Spring,March,0.58,1,No
yes,In-Person,2024-04-15 15:00:00,51.0,1.0,yes,"Somali , English",Female,Active,Spring,April,0.58,1,No
yes,In-Person,2024-05-13 15:50:00,51.0,1.0,yes,"Somali , English",Female,Active,Spring,May,0.58,1,No
yes,In-Person,2024-06-13 17:08:00,51.0,1.0,yes,"Somali , English",Female,Active,Summer,June,0.58,1,No
yes,In-Person,2024-07-22 17:41:00,51.0,1.0,yes,"Somali , English",Female,Active,Summer,July,0.58,1,No
yes,In-Person,2024-08-19 15:34:00,51.0,1.0,yes,"Somali , English",Female,Active,Summer,August,0.58,1,No
yes,In-Person,2024-09-06 03:00:00,51.0,1.0,yes,"Somali , English",Female,Active,Fall,September,0.58,1,No
yes,In-Person,2024-10-06 03:00:00,51.0,1.0,yes,"Somali , English",Female,Active,Fall,October,0.58,1,No
no,In-Person,2024-11-06 04:00:00,51.0,1.0,yes,"Somali , English",Female,Active,Fall,November,0.58,1,No
yes,In-Person,2023-11-06 04:00:00,40.0,1.0,yes,"Somali , Arabic",Female,Closed,Fall,November,6.93,1,No
yes,In-Person,2023-12-06 16:48:00,40.0,1.0,yes,"Somali , Arabic",Female,Closed,Winter,December,6.93,1,No
no,In-Person,2024-01-06 04:00:00,40.0,1.0,yes,"Somali , Arabic",Female,Closed,Winter,January,6.93,1,No
yes,In-Person,2024-02-06 04:00:00,40.0,1.0,yes,"Somali , Arabic",Female,Closed,Winter,Febuary,6.93,1,No
yes,In-Person,2024-03-06 04:00:00,40.0,1.0,yes,"Somali , Arabic",Female,Closed,Spring,March,6.93,1,No
yes,In-Person,2024-04-06 03:00:00,40.0,1.0,yes,"Somali , Arabic",Female,Closed,Spring,April,6.93,1,No
yes,In-Person,2024-05-06 03:00:00,40.0,1.0,yes,"Somali , Arabic",Female,Closed,Spring,May,6.93,1,No
yes,In-Person,2024-06-06 03:00:00,40.0,1.0,yes,"Somali , Arabic",Female,Closed,Summer,June,6.93,1,No
yes,In-Person,2024-07-06 03:00:00,40.0,1.0,yes,"Somali , Arabic",Female,Closed,Summer,July,6.93,1,No
yes,In-Person,2024-08-06 03:00:00,40.0,1.0,yes,"Somali , Arabic",Female,Closed,Summer,August,6.93,1,No
no,In-Person,2024-09-06 03:00:00,40.0,1.0,yes,"Somali , Arabic",Female,Closed,Fall,September,6.93,1,No
no,In-Person,2024-10-06 03:00:00,40.0,1.0,yes,"Somali , Arabic",Female,Closed,Fall,October,6.93,1,No
no,In-Person,2024-11-06 04:00:00,40.0,1.0,yes,"Somali , Arabic",Female,Closed,Fall,November,6.93,1,No
yes,In-Person,2023-11-06 04:00:00,48.0,5.0,yes,"Arabic , Turkish",Male,Active,Fall,November,8.7,1,No
yes,In-Person,2023-12-06 15:33:00,48.0,5.0,yes,"Arabic , Turkish",Male,Active,Winter,December,8.7,1,No
no,In-Person,2023-11-06 04:00:00,31.0,3.0,yes,"Dari , Turkish",Male,Active,Fall,November,9.26,1,No
yes,In-Person,2023-12-06 18:16:00,31.0,3.0,yes,"Dari , Turkish",Male,Active,Winter,December,9.26,1,No
yes,In-Person,2023-11-06 04:00:00,54.0,5.0,yes,"Arabic , English",Male,Active,Fall,November,10.43,1,No
yes,In-Person,2023-12-06 16:28:00,54.0,5.0,yes,"Arabic , English",Male,Active,Winter,December,10.43,1,No
yes,In-Person,2023-11-06 04:00:00,46.0,5.0,yes,"French , English",Male,Pending,Fall,November,8.7,1,Yes
yes,In-Person,2023-12-06 19:13:00,46.0,5.0,yes,"French , English",Male,Pending,Winter,December,8.7,1,Yes
yes,In-Person,2024-02-06 19:12:00,46.0,5.0,yes,"French , English",Male,Pending,Winter,Febuary,8.7,1,Yes
yes,In-Person,2024-03-06 19:09:00,46.0,5.0,yes,"French , English",Male,Pending,Spring,March,8.7,1,Yes
yes,In-Person,2024-04-15 17:49:00,46.0,5.0,yes,"French , English",Male,Pending,Spring,April,8.7,1,Yes
yes,In-Person,2024-05-15 18:04:00,46.0,5.0,yes,"French , English",Male,Pending,Spring,May,8.7,1,Yes
yes,In-Person,2024-06-18 17:50:00,46.0,5.0,yes,"French , English",Male,Pending,Summer,June,8.7,1,Yes
yes,In-Person,2024-07-22 17:48:00,46.0,5.0,yes,"French , English",Male,Pending,Summer,July,8.7,1,Yes
yes,In-Person,2024-08-22 15:09:00,46.0,5.0,yes,"French , English",Male,Pending,Summer,August,8.7,1,Yes
yes,In-Person,2024-09-22 03:00:00,46.0,5.0,yes,"French , English",Male,Pending,Fall,September,8.7,1,Yes
yes,In-Person,2024-10-22 03:00:00,46.0,5.0,yes,"French , English",Male,Pending,Fall,October,8.7,1,Yes
yes,In-Person,2024-11-22 04:00:00,46.0,5.0,yes,"French , English",Male,Pending,Fall,November,8.7,1,Yes
yes,In-Person,2023-11-06 04:00:00,56.0,1.0,yes,"Somali , Arabic",Female,Active,Fall,November,7.54,1,Yes
yes,In-Person,2023-11-06 04:00:00,59.0,1.0,yes,"Somali , English",Female,Active,Fall,November,8.39,1,Yes
yes,In-Person,2023-12-07 18:33:00,59.0,1.0,yes,"Somali , English",Female,Active,Winter,December,8.39,1,Yes
yes,In-Person,2023-11-06 04:00:00,44.0,4.0,yes,Arabic,Female,Active,Fall,November,7.87,1,Yes
yes,In-Person,2023-11-06 04:00:00,74.0,12.0,yes,"Somali , Arabic",Male,Active,Fall,November,9.59,1,Yes
no,In-Person,2023-11-06 04:00:00,46.0,1.0,yes,English,Female,Active,Fall,November,2.77,1,No
no,In-Person,2023-12-06 04:00:00,46.0,1.0,yes,English,Female,Active,Winter,December,2.77,1,No
no,In-Person,2024-01-06 04:00:00,46.0,1.0,yes,English,Female,Active,Winter,January,2.77,1,No
yes,In-Person,2024-02-06 04:00:00,46.0,1.0,yes,English,Female,Active,Winter,Febuary,2.77,1,No
yes,In-Person,2024-03-06 04:00:00,46.0,1.0,yes,English,Female,Active,Spring,March,2.77,1,No
yes,In-Person,2024-04-06 03:00:00,46.0,1.0,yes,English,Female,Active,Spring,April,2.77,1,No
yes,In-Person,2024-05-09 17:28:00,46.0,1.0,yes,English,Female,Active,Spring,May,2.77,1,No
yes,In-Person,2024-06-09 03:00:00,46.0,1.0,yes,English,Female,Active,Summer,June,2.77,1,No
yes,In-Person,2024-07-23 14:56:00,46.0,1.0,yes,English,Female,Active,Summer,July,2.77,1,No
yes,In-Person,2024-08-14 16:24:00,46.0,1.0,yes,English,Female,Active,Summer,August,2.77,1,No
yes,In-Person,2024-09-14 03:00:00,46.0,1.0,yes,English,Female,Active,Fall,September,2.77,1,No
yes,In-Person,2024-10-14 03:00:00,46.0,1.0,yes,English,Female,Active,Fall,October,2.77,1,No
yes,In-Person,2024-11-14 04:00:00,46.0,1.0,yes,English,Female,Active,Fall,November,2.77,1,No
yes,In-Person,2023-11-06 04:00:00,33.0,3.0,yes,"French , English",Female,Active,Fall,November,0.79,1,No
yes,In-Person,2023-11-06 04:00:00,37.0,1.0,yes,"Arabic , Tigrinya",Female,Active,Fall,November,2.72,2,No
yes,In-Person,2023-11-06 04:00:00,30.0,2.0,yes,Somali,Female,Active,Fall,November,6.57,1,No
yes,In-Person,2023-11-06 04:00:00,70.0,3.0,yes,"Somali , English",Male,Active,Fall,November,9.31,1,No
yes,In-Person,2023-11-06 04:00:00,44.0,5.0,yes,Arabic,Female,Active,Fall,November,6.2,1,Yes
yes,In-Person,2023-12-06 16:26:00,44.0,5.0,yes,Arabic,Female,Active,Winter,December,6.2,1,Yes
no,In-Person,2023-11-06 04:00:00,38.0,8.0,yes,Dari,Female,Active,Fall,November,11.2,1,Yes
yes,In-Person,2023-12-06 16:13:00,38.0,8.0,yes,Dari,Female,Active,Winter,December,11.2,1,Yes
yes,In-Person,2023-11-06 04:00:00,55.0,1.0,yes,Oromo,Female,Active,Fall,November,0.57,3,No
yes,In-Person,2023-11-06 04:00:00,60.0,5.0,yes,Somali,Male,Active,Fall,November,4.88,2,No
yes,In-Person,2023-11-06 04:00:00,43.0,6.0,yes,"Arabic , English",Male,Active,Fall,November,8.99,3,No
yes,In-Person,2023-11-06 04:00:00,33.0,4.0,yes,Dari,Male,Active,Fall,November,8.45,2,No
yes,In-Person,2024-03-05 17:32:00,52.0,4.0,yes,"Somali , Arabic",Female,Closed,Spring,March,8.47,2,No
no,In-Person,2023-11-06 04:00:00,35.0,2.0,yes,"Arabic , French",Male,Active,Fall,November,8.68,1,No
yes,In-Person,2023-12-13 18:17:00,35.0,2.0,yes,"Arabic , French",Male,Active,Winter,December,8.68,1,No
yes,In-Person,2024-02-01 18:23:00,35.0,2.0,yes,"Arabic , French",Male,Active,Winter,Febuary,8.68,1,No
yes,In-Person,2024-03-13 18:10:00,35.0,2.0,yes,"Arabic , French",Male,Active,Spring,March,8.68,1,No
yes,In-Person,2024-04-25 16:57:00,35.0,2.0,yes,"Arabic , French",Male,Active,Spring,April,8.68,1,No
yes,In-Person,2024-05-25 03:00:00,35.0,2.0,yes,"Arabic , French",Male,Active,Spring,May,8.68,1,No
yes,In-Person,2024-06-03 14:33:00,35.0,2.0,yes,"Arabic , French",Male,Active,Summer,June,8.68,1,No
yes,In-Person,2024-07-23 14:59:00,35.0,2.0,yes,"Arabic , French",Male,Active,Summer,July,8.68,1,No
yes,In-Person,2024-08-20 14:54:00,35.0,2.0,yes,"Arabic , French",Male,Active,Summer,August,8.68,1,No
no,In-Person,2024-09-24 03:00:00,35.0,2.0,yes,"Arabic , French",Male,Active,Fall,September,8.68,1,No
yes,In-Person,2024-10-25 03:00:00,35.0,2.0,yes,"Arabic , French",Male,Active,Fall,October,8.68,1,No
yes,In-Person,2024-11-24 04:00:00,35.0,2.0,yes,"Arabic , French",Male,Active,Fall,November,8.68,1,No
yes,In-Person,2024-12-25 04:00:00,35.0,2.0,yes,"Arabic , French",Male,Active,Winter,December,8.68,1,No
yes,In-Person,2023-11-06 17:40:00,32.0,6.0,yes,Somali,Male,Active,Fall,November,8.25,1,No
no,In-Person,2023-12-06 04:00:00,32.0,6.0,yes,Somali,Male,Active,Winter,December,8.25,1,No
yes,In-Person,2024-01-06 04:00:00,32.0,6.0,yes,Somali,Male,Active,Winter,January,8.25,1,No
yes,In-Person,2024-02-06 04:00:00,32.0,6.0,yes,Somali,Male,Active,Winter,Febuary,8.25,1,No
yes,In-Person,2024-03-06 04:00:00,32.0,6.0,yes,Somali,Male,Active,Spring,March,8.25,1,No
yes,In-Person,2024-04-06 03:00:00,32.0,6.0,yes,Somali,Male,Active,Spring,April,8.25,1,No
yes,In-Person,2024-05-06 03:00:00,32.0,6.0,yes,Somali,Male,Active,Spring,May,8.25,1,No
yes,In-Person,2024-06-06 03:00:00,32.0,6.0,yes,Somali,Male,Active,Summer,June,8.25,1,No
yes,In-Person,2024-07-06 03:00:00,32.0,6.0,yes,Somali,Male,Active,Summer,July,8.25,1,No
yes,In-Person,2024-08-06 03:00:00,32.0,6.0,yes,Somali,Male,Active,Summer,August,8.25,1,No
yes,In-Person,2024-09-06 03:00:00,32.0,6.0,yes,Somali,Male,Active,Fall,September,8.25,1,No
yes,In-Person,2024-10-06 03:00:00,32.0,6.0,yes,Somali,Male,Active,Fall,October,8.25,1,No
yes,In-Person,2024-11-06 04:00:00,32.0,6.0,yes,Somali,Male,Active,Fall,November,8.25,1,No
yes,In-Person,2023-11-06 17:45:00,33.0,2.0,yes,Arabic,Female,Active,Fall,November,9.38,1,No
yes,In-Person,2023-11-06 17:47:00,41.0,3.0,yes,"Arabic , English",Female,Active,Fall,November,13.0,1,No
yes,In-Person,2023-12-12 17:57:00,41.0,3.0,yes,"Arabic , English",Female,Active,Winter,December,13.0,1,No
yes,In-Person,2023-11-06 17:49:00,46.0,4.0,yes,Arabic,Male,Active,Fall,November,4.91,2,No
yes,In-Person,2023-11-06 18:09:00,41.0,5.0,yes,Arabic,Male,Active,Fall,November,6.52,2,No
yes,In-Person,2023-11-06 18:08:00,37.0,5.0,yes,"Arabic , Turkish",Male,Closed,Fall,November,6.56,1,Yes
yes,In-Person,2023-12-06 04:00:00,37.0,5.0,yes,"Arabic , Turkish",Male,Closed,Winter,December,6.56,1,Yes
yes,In-Person,2024-01-06 04:00:00,37.0,5.0,yes,"Arabic , Turkish",Male,Closed,Winter,January,6.56,1,Yes
no,In-Person,2024-02-06 04:00:00,37.0,5.0,yes,"Arabic , Turkish",Male,Closed,Winter,Febuary,6.56,1,Yes
yes,In-Person,2024-03-06 04:00:00,37.0,5.0,yes,"Arabic , Turkish",Male,Closed,Spring,March,6.56,1,Yes
yes,In-Person,2024-04-06 03:00:00,37.0,5.0,yes,"Arabic , Turkish",Male,Closed,Spring,April,6.56,1,Yes
yes,In-Person,2024-05-06 03:00:00,37.0,5.0,yes,"Arabic , Turkish",Male,Closed,Spring,May,6.56,1,Yes
no,In-Person,2024-06-06 03:00:00,37.0,5.0,yes,"Arabic , Turkish",Male,Closed,Summer,June,6.56,1,Yes
yes,In-Person,2024-07-06 03:00:00,37.0,5.0,yes,"Arabic , Turkish",Male,Closed,Summer,July,6.56,1,Yes
no,In-Person,2024-08-06 03:00:00,37.0,5.0,yes,"Arabic , Turkish",Male,Closed,Summer,August,6.56,1,Yes
yes,In-Person,2024-09-06 03:00:00,37.0,5.0,yes,"Arabic , Turkish",Male,Closed,Fall,September,6.56,1,Yes
yes,In-Person,2024-10-06 03:00:00,37.0,5.0,yes,"Arabic , Turkish",Male,Closed,Fall,October,6.56,1,Yes
yes,In-Person,2024-11-06 04:00:00,37.0,5.0,yes,"Arabic , Turkish",Male,Closed,Fall,November,6.56,1,Yes
yes,In-Person,2023-11-06 18:15:00,35.0,4.0,yes,Persian,Female,Active,Fall,November,9.21,2,Yes
yes,In-Person,2023-11-06 18:12:00,41.0,3.0,yes,"English , Urdu",Female,Active,Fall,November,9.26,1,No
no,In-Person,2023-11-06 04:00:00,65.0,1.0,yes,"Oromo , English",Female,Active,Fall,November,9.34,1,No
yes,In-Person,2023-11-06 04:00:00,36.0,4.0,yes,Oromo,Female,Active,Fall,November,1.82,2,Yes
yes,In-Person,2023-11-06 04:00:00,24.0,4.0,yes,"Persian , English",Male,Active,Fall,November,3.19,1,Yes
yes,In-Person,2023-12-06 16:53:00,24.0,4.0,yes,"Persian , English",Male,Active,Winter,December,3.19,1,Yes
yes,In-Person,2024-01-06 04:00:00,24.0,4.0,yes,"Persian , English",Male,Active,Winter,January,3.19,1,Yes
yes,In-Person,2024-02-21 18:22:00,24.0,4.0,yes,"Persian , English",Male,Active,Winter,Febuary,3.19,1,Yes
yes,In-Person,2024-03-26 15:18:00,24.0,4.0,yes,"Persian , English",Male,Active,Spring,March,3.19,1,Yes
no,In-Person,2024-04-22 03:00:00,24.0,4.0,yes,"Persian , English",Male,Active,Spring,April,3.19,1,Yes
yes,In-Person,2024-05-28 17:56:00,24.0,4.0,yes,"Persian , English",Male,Active,Spring,May,3.19,1,Yes
yes,In-Person,2024-06-22 03:00:00,24.0,4.0,yes,"Persian , English",Male,Active,Summer,June,3.19,1,Yes
yes,In-Person,2024-07-24 17:38:00,24.0,4.0,yes,"Persian , English",Male,Active,Summer,July,3.19,1,Yes
yes,In-Person,2024-08-22 03:00:00,24.0,4.0,yes,"Persian , English",Male,Active,Summer,August,3.19,1,Yes
no,In-Person,2024-09-22 03:00:00,24.0,4.0,yes,"Persian , English",Male,Active,Fall,September,3.19,1,Yes
yes,In-Person,2024-10-22 03:00:00,24.0,4.0,yes,"Persian , English",Male,Active,Fall,October,3.19,1,Yes
yes,In-Person,2024-11-22 04:00:00,24.0,4.0,yes,"Persian , English",Male,Active,Fall,November,3.19,1,Yes
no,In-Person,2023-11-06 04:00:00,66.0,3.0,yes,"Persian , Urdu",Male,Active,Fall,November,3.19,1,No
yes,In-Person,2023-12-06 16:53:00,66.0,3.0,yes,"Persian , Urdu",Male,Active,Winter,December,3.19,1,No
no,In-Person,2024-01-06 04:00:00,66.0,3.0,yes,"Persian , Urdu",Male,Active,Winter,January,3.19,1,No
yes,In-Person,2024-02-21 18:23:00,66.0,3.0,yes,"Persian , Urdu",Male,Active,Winter,Febuary,3.19,1,No
yes,In-Person,2024-03-26 15:24:00,66.0,3.0,yes,"Persian , Urdu",Male,Active,Spring,March,3.19,1,No
no,In-Person,2024-04-22 03:00:00,66.0,3.0,yes,"Persian , Urdu",Male,Active,Spring,April,3.19,1,No
yes,In-Person,2024-05-28 17:57:00,66.0,3.0,yes,"Persian , Urdu",Male,Active,Spring,May,3.19,1,No
yes,In-Person,2024-06-22 03:00:00,66.0,3.0,yes,"Persian , Urdu",Male,Active,Summer,June,3.19,1,No
yes,In-Person,2024-07-03 17:49:00,66.0,3.0,yes,"Persian , Urdu",Male,Active,Summer,July,3.19,1,No
yes,In-Person,2024-08-06 17:36:00,66.0,3.0,yes,"Persian , Urdu",Male,Active,Summer,August,3.19,1,No
no,In-Person,2024-09-04 03:00:00,66.0,3.0,yes,"Persian , Urdu",Male,Active,Fall,September,3.19,1,No
no,In-Person,2024-10-04 03:00:00,66.0,3.0,yes,"Persian , Urdu",Male,Active,Fall,October,3.19,1,No
yes,In-Person,2024-11-04 04:00:00,66.0,3.0,yes,"Persian , Urdu",Male,Active,Fall,November,3.19,1,No
yes,In-Person,2023-11-06 18:33:00,33.0,5.0,yes,"Persian , English",Male,Active,Fall,November,3.73,2,Yes
yes,In-Person,2023-12-06 16:54:00,33.0,5.0,yes,"Persian , English",Male,Active,Winter,December,3.73,2,Yes
no,In-Person,2024-01-06 04:00:00,33.0,5.0,yes,"Persian , English",Male,Active,Winter,January,3.73,2,Yes
yes,In-Person,2024-02-21 18:23:00,33.0,5.0,yes,"Persian , English",Male,Active,Winter,Febuary,3.73,2,Yes
yes,In-Person,2024-03-27 16:02:00,33.0,5.0,yes,"Persian , English",Male,Active,Spring,March,3.73,2,Yes
yes,In-Person,2024-04-27 03:00:00,33.0,5.0,yes,"Persian , English",Male,Active,Spring,April,3.73,2,Yes
yes,In-Person,2024-05-06 17:12:00,33.0,5.0,yes,"Persian , English",Male,Active,Spring,May,3.73,2,Yes
yes,In-Person,2024-06-27 03:00:00,33.0,5.0,yes,"Persian , English",Male,Active,Summer,June,3.73,2,Yes
yes,In-Person,2024-07-04 17:24:00,33.0,5.0,yes,"Persian , English",Male,Active,Summer,July,3.73,2,Yes
no,In-Person,2024-08-04 03:00:00,33.0,5.0,yes,"Persian , English",Male,Active,Summer,August,3.73,2,Yes
yes,In-Person,2024-09-04 03:00:00,33.0,5.0,yes,"Persian , English",Male,Active,Fall,September,3.73,2,Yes
no,In-Person,2024-10-04 03:00:00,33.0,5.0,yes,"Persian , English",Male,Active,Fall,October,3.73,2,Yes
yes,In-Person,2024-11-04 04:00:00,33.0,5.0,yes,"Persian , English",Male,Active,Fall,November,3.73,2,Yes
yes,In-Person,2023-12-06 17:46:00,26.0,1.0,yes,Arabic,Male,Active,Winter,December,2.71,2,Yes
yes,In-Person,2024-02-08 17:28:00,26.0,1.0,yes,Arabic,Male,Active,Winter,Febuary,2.71,2,Yes
yes,In-Person,2024-03-12 14:03:00,26.0,1.0,yes,Arabic,Male,Active,Spring,March,2.71,2,Yes
yes,In-Person,2024-04-06 03:00:00,26.0,1.0,yes,Arabic,Male,Active,Spring,April,2.71,2,Yes
yes,In-Person,2024-05-16 17:13:00,26.0,1.0,yes,Arabic,Male,Active,Spring,May,2.71,2,Yes
yes,In-Person,2024-06-20 16:09:00,26.0,1.0,yes,Arabic,Male,Active,Summer,June,2.71,2,Yes
yes,In-Person,2024-07-22 16:28:00,26.0,1.0,yes,Arabic,Male,Active,Summer,July,2.71,2,Yes
yes,In-Person,2024-08-22 14:08:00,26.0,1.0,yes,Arabic,Male,Active,Summer,August,2.71,2,Yes
yes,In-Person,2024-09-16 03:00:00,26.0,1.0,yes,Arabic,Male,Active,Fall,September,2.71,2,Yes
yes,In-Person,2024-10-16 03:00:00,26.0,1.0,yes,Arabic,Male,Active,Fall,October,2.71,2,Yes
yes,In-Person,2024-03-11 16:45:00,26.0,1.0,yes,Arabic,Male,Active,Spring,March,2.71,2,Yes
yes,In-Person,2023-11-06 04:00:00,34.0,4.0,yes,"French , English",Male,Active,Fall,November,14.42,1,No
yes,In-Person,2023-11-06 04:00:00,38.0,5.0,yes,"Arabic , English",Male,Active,Fall,November,8.76,1,No
yes,In-Person,2024-01-06 04:00:00,38.0,5.0,yes,"Arabic , English",Male,Active,Winter,January,8.76,1,No
yes,In-Person,2024-02-07 17:40:00,38.0,5.0,yes,"Arabic , English",Male,Active,Winter,Febuary,8.76,1,No
